customer_id,age,gender,city,education_level,job_type,income_range,registration_date,has_smartphone,credit_score,referral_source
CUST_01928,45,Male,Surabaya,High School,Self-Employed,<2M,2024-06-08,True,561,Partner
CUST_01929,35,Male,Surabaya,Bachelor,Self-Employed,10M-20M,2024-01-26,False,579,Social Media
CUST_01930,39,Female,Surabaya,Bachelor,Self-Employed,5M-10M,2024-10-06,True,768,Partner
CUST_01931,32,Male,Semarang,Master,Self-Employed,5M-10M,2024-04-08,True,705,Partner
CUST_01932,34,Female,Yogyakarta,Master,Employee,5M-10M,2023-06-26,True,685,Social Media
CUST_01933,28,Male,Palembang,Bachelor,Employee,5M-10M,2023-09-07,True,726,Partner
CUST_01934,18,Female,Yogyakarta,Bachelor,Student,<2M,2024-03-02,True,850,Search Engine
CUST_01935,36,Male,Medan,Bachelor,Employee,>20M,2023-10-25,True,694,Advertisement
CUST_01936,24,Female,Surabaya,High School,Employee,<2M,2024-05-10,True,464,Social Media
CUST_01937,41,Female,Bandung,Master,Employee,10M-20M,2024-06-27,True,585,Advertisement
CUST_01938,18,Male,Medan,High School,Employee,2M-5M,2024-02-17,True,671,Word of Mouth
CUST_01939,36,Female,Palembang,PhD,Student,10M-20M,2023-10-23,True,683,Advertisement
CUST_01940,35,Male,Semarang,High School,Employee,5M-10M,2024-05-26,True,408,Advertisement
CUST_01941,41,Male,Semarang,High School,Employee,<2M,2025-03-01,True,609,Word of Mouth
CUST_01942,48,Female,Palembang,PhD,Employee,2M-5M,2024-04-16,True,655,Word of Mouth
CUST_01943,47,Male,Surabaya,High School,Employee,10M-20M,2025-03-10,True,589,Social Media
CUST_01944,67,Male,Makassar,Bachelor,Student,2M-5M,2023-12-28,True,568,Partner
CUST_01945,20,Male,Palembang,High School,Employee,<2M,2024-07-31,True,850,Partner
CUST_01946,34,Female,Makassar,High School,Student,<2M,2024-10-31,True,743,Partner
CUST_01947,42,Male,Surabaya,High School,Employee,5M-10M,2025-04-01,True,539,Partner
CUST_01948,27,Male,Bandung,Master,Freelancer,>20M,2024-05-27,True,655,Social Media
CUST_01949,61,Female,Yogyakarta,Bachelor,Student,5M-10M,2024-12-01,False,705,Advertisement
CUST_01950,18,Male,Palembang,High School,Employee,<2M,2024-03-22,False,600,Search Engine
CUST_01951,54,Female,Palembang,Bachelor,Student,5M-10M,2023-09-23,True,665,Advertisement
CUST_01952,18,Male,Bandung,High School,Freelancer,2M-5M,2024-03-18,True,643,Word of Mouth
CUST_01953,29,Male,Jakarta,Master,Employee,2M-5M,2024-06-12,True,745,Partner
CUST_01954,28,Male,Bandung,Bachelor,Employee,2M-5M,2024-08-07,False,570,Partner
CUST_01955,33,Female,Makassar,Bachelor,Employee,5M-10M,2024-03-06,True,461,Word of Mouth
CUST_01956,36,Female,Medan,Bachelor,Employee,2M-5M,2025-03-05,True,528,Word of Mouth
CUST_01957,26,Female,Jakarta,PhD,Self-Employed,2M-5M,2024-11-22,True,757,Advertisement
CUST_01958,25,Female,Surabaya,Master,Employee,2M-5M,2024-05-17,True,638,Advertisement
CUST_01959,24,Female,Bandung,High School,Freelancer,2M-5M,2025-02-24,True,672,Advertisement
CUST_01960,20,Male,Semarang,Bachelor,Student,<2M,2024-06-15,True,661,Advertisement
CUST_01961,41,Female,Semarang,Bachelor,Employee,>20M,2025-02-02,True,679,Advertisement
CUST_01962,47,Female,Semarang,Bachelor,Self-Employed,<2M,2024-10-16,True,673,Search Engine
CUST_01963,30,Male,Makassar,PhD,Employee,<2M,2023-06-17,True,658,Search Engine
CUST_01964,22,Male,Surabaya,High School,Student,2M-5M,2024-06-28,True,749,Social Media
CUST_01965,50,Female,Palembang,High School,Self-Employed,5M-10M,2023-07-18,True,850,Word of Mouth
CUST_01966,37,Male,Medan,Bachelor,Self-Employed,5M-10M,2023-10-05,True,730,Social Media
CUST_01967,41,Female,Jakarta,PhD,Student,2M-5M,2023-07-01,True,676,Social Media
CUST_01968,37,Female,Medan,High School,Self-Employed,>20M,2024-04-27,True,567,Advertisement
CUST_01969,25,Male,Bandung,Bachelor,Employee,<2M,2025-01-11,True,721,Advertisement
CUST_01970,47,Male,Semarang,Master,Self-Employed,10M-20M,2023-09-10,True,637,Word of Mouth
CUST_01971,49,Male,Yogyakarta,Bachelor,Employee,5M-10M,2024-01-15,True,666,Word of Mouth
CUST_01972,36,Male,Yogyakarta,Master,Employee,2M-5M,2024-09-19,False,470,Partner
CUST_01973,39,Male,Medan,High School,Employee,2M-5M,2023-10-29,True,495,Social Media
CUST_01974,39,Male,Makassar,Bachelor,Employee,10M-20M,2025-01-21,False,582,Word of Mouth
CUST_01975,39,Female,Bandung,Bachelor,Self-Employed,5M-10M,2024-09-13,True,538,Social Media
CUST_01976,27,Male,Semarang,Bachelor,Employee,5M-10M,2024-06-02,True,802,Search Engine
CUST_01977,28,Male,Palembang,Bachelor,Self-Employed,<2M,2023-10-15,True,648,Partner
CUST_01978,27,Female,Jakarta,PhD,Student,<2M,2023-09-23,True,698,Word of Mouth
CUST_01979,39,Female,Surabaya,Master,Self-Employed,10M-20M,2025-02-26,True,749,Search Engine
CUST_01980,35,Female,Yogyakarta,Bachelor,Employee,<2M,2024-09-15,True,659,Social Media
CUST_01981,21,Female,Medan,Bachelor,Employee,<2M,2023-09-19,False,735,Advertisement
CUST_01982,34,Female,Bandung,Bachelor,Employee,5M-10M,2025-02-27,False,577,Advertisement
CUST_01983,46,Female,Medan,Master,Employee,10M-20M,2023-12-25,True,770,Advertisement
CUST_01984,54,Male,Semarang,Master,Self-Employed,2M-5M,2024-01-21,True,591,Word of Mouth
CUST_01985,18,Male,Jakarta,High School,Employee,2M-5M,2024-07-12,True,456,Partner
CUST_01986,53,Female,Bandung,High School,Employee,10M-20M,2023-09-10,False,727,Word of Mouth
CUST_01987,51,Female,Yogyakarta,Bachelor,Employee,10M-20M,2024-06-30,True,601,Social Media
CUST_01988,33,Female,Semarang,Bachelor,Employee,2M-5M,2023-07-26,True,841,Social Media
CUST_01989,34,Female,Semarang,Bachelor,Employee,5M-10M,2024-05-01,True,450,Partner
CUST_01990,50,Male,Jakarta,High School,Employee,5M-10M,2024-02-28,True,775,Advertisement
CUST_01991,46,Male,Yogyakarta,Bachelor,Employee,>20M,2023-11-04,True,740,Advertisement
CUST_01992,43,Male,Jakarta,PhD,Employee,2M-5M,2024-07-01,True,610,Partner
CUST_01993,42,Female,Palembang,High School,Student,>20M,2025-04-25,True,526,Word of Mouth
CUST_01994,48,Female,Medan,Bachelor,Employee,10M-20M,2024-08-20,True,521,Social Media
CUST_01995,52,Female,Makassar,Bachelor,Employee,10M-20M,2024-06-26,True,669,Advertisement
CUST_01996,39,Male,Medan,Master,Employee,>20M,2024-02-26,True,749,Partner
CUST_01997,70,Male,Bandung,High School,Employee,5M-10M,2025-02-26,True,614,Word of Mouth
CUST_01998,35,Female,Medan,Bachelor,Employee,10M-20M,2024-01-25,True,516,Advertisement
CUST_01999,22,Male,Makassar,Bachelor,Employee,2M-5M,2023-10-19,True,753,Search Engine
CUST_02000,27,Female,Bandung,Bachelor,Employee,2M-5M,2025-03-29,True,496,Social Media
CUST_02001,35,Male,Palembang,Bachelor,Employee,>20M,2024-07-04,True,690,Social Media
CUST_02002,35,Male,Medan,Master,Employee,10M-20M,2024-03-22,True,702,Word of Mouth
CUST_02003,24,Female,Palembang,High School,Student,5M-10M,2023-12-03,True,846,Search Engine
CUST_02004,18,Male,Semarang,High School,Employee,5M-10M,2023-09-19,True,620,Word of Mouth
CUST_02005,23,Female,Medan,High School,Employee,2M-5M,2023-11-24,False,637,Word of Mouth
CUST_02006,34,Male,Yogyakarta,Master,Employee,2M-5M,2023-08-23,True,795,Word of Mouth
CUST_02007,47,Female,Bandung,Bachelor,Employee,2M-5M,2025-01-03,True,703,Partner
CUST_02008,45,Female,Medan,Master,Employee,2M-5M,2023-07-02,True,554,Advertisement
CUST_02009,50,Male,Yogyakarta,PhD,Self-Employed,5M-10M,2024-07-30,True,623,Word of Mouth
CUST_02010,30,Female,Semarang,Master,Employee,2M-5M,2023-09-12,False,479,Partner
CUST_02011,29,Male,Jakarta,Bachelor,Self-Employed,5M-10M,2024-08-13,True,571,Social Media
CUST_02012,43,Female,Medan,PhD,Employee,10M-20M,2024-05-23,True,545,Advertisement
CUST_02013,24,Male,Medan,Bachelor,Student,2M-5M,2023-07-08,False,598,Advertisement
CUST_02014,42,Female,Jakarta,Bachelor,Employee,<2M,2024-04-14,True,585,Social Media
CUST_02015,44,Male,Yogyakarta,High School,Employee,10M-20M,2024-06-07,True,587,Search Engine
CUST_02016,46,Female,Bandung,Master,Student,5M-10M,2024-11-19,False,658,Word of Mouth
CUST_02017,60,Male,Palembang,Bachelor,Employee,5M-10M,2024-03-31,False,550,Search Engine
CUST_02018,20,Male,Yogyakarta,High School,Student,<2M,2024-01-08,True,692,Word of Mouth
CUST_02019,40,Female,Jakarta,PhD,Employee,<2M,2024-04-28,True,552,Social Media
CUST_02020,19,Female,Jakarta,High School,Freelancer,2M-5M,2024-06-26,True,598,Search Engine
CUST_02021,42,Female,Medan,PhD,Employee,10M-20M,2024-01-18,True,706,Search Engine
CUST_02022,36,Female,Semarang,High School,Self-Employed,>20M,2024-03-28,True,850,Search Engine
CUST_02023,34,Male,Surabaya,Master,Employee,2M-5M,2024-07-31,True,623,Partner
CUST_02024,44,Female,Surabaya,PhD,Employee,5M-10M,2024-10-27,True,741,Social Media
CUST_02025,33,Male,Palembang,Bachelor,Employee,<2M,2024-06-08,True,722,Advertisement
CUST_02026,38,Male,Surabaya,Bachelor,Student,2M-5M,2023-08-16,True,496,Search Engine
CUST_02027,18,Male,Bandung,Bachelor,Student,<2M,2025-01-26,False,690,Word of Mouth
CUST_02028,20,Female,Palembang,High School,Employee,2M-5M,2023-12-08,True,612,Social Media
CUST_02029,27,Male,Surabaya,Bachelor,Freelancer,2M-5M,2024-12-20,True,642,Word of Mouth
CUST_02030,18,Male,Bandung,High School,Employee,<2M,2024-12-23,True,600,Advertisement
CUST_02031,41,Male,Surabaya,Bachelor,Employee,2M-5M,2024-10-16,True,738,Advertisement
CUST_02032,18,Female,Palembang,Bachelor,Student,<2M,2024-04-23,True,582,Advertisement
CUST_02033,36,Male,Semarang,Bachelor,Self-Employed,2M-5M,2024-01-18,True,706,Search Engine
CUST_02034,54,Male,Palembang,PhD,Employee,2M-5M,2024-11-09,True,426,Partner
CUST_02035,31,Male,Surabaya,Bachelor,Employee,2M-5M,2025-02-13,True,573,Advertisement
CUST_02036,30,Female,Jakarta,High School,Employee,5M-10M,2023-11-24,False,781,Search Engine
CUST_02037,44,Male,Semarang,High School,Employee,10M-20M,2023-07-03,False,795,Word of Mouth
CUST_02038,32,Male,Bandung,High School,Employee,5M-10M,2025-04-25,True,582,Word of Mouth
CUST_02039,29,Female,Palembang,Bachelor,Employee,10M-20M,2025-01-21,False,662,Partner
CUST_02040,22,Male,Yogyakarta,Bachelor,Freelancer,<2M,2024-11-09,True,493,Advertisement
CUST_02041,47,Male,Yogyakarta,Bachelor,Self-Employed,5M-10M,2024-10-25,True,730,Word of Mouth
CUST_02042,63,Female,Jakarta,High School,Employee,5M-10M,2024-03-21,True,492,Search Engine
CUST_02043,42,Male,Palembang,High School,Freelancer,5M-10M,2024-11-05,True,715,Social Media
CUST_02044,31,Female,Semarang,Bachelor,Employee,2M-5M,2024-10-19,True,743,Advertisement
CUST_02045,22,Female,Palembang,High School,Student,2M-5M,2024-01-08,True,705,Partner
CUST_02046,27,Male,Surabaya,Bachelor,Employee,<2M,2024-02-06,True,663,Partner
CUST_02047,30,Male,Jakarta,Master,Employee,>20M,2023-10-30,False,672,Search Engine
CUST_02048,37,Male,Semarang,Bachelor,Employee,5M-10M,2024-09-29,True,651,Search Engine
CUST_02049,42,Female,Semarang,High School,Student,5M-10M,2024-05-01,True,593,Word of Mouth
CUST_02050,47,Female,Medan,High School,Employee,10M-20M,2024-02-21,True,487,Word of Mouth
CUST_02051,43,Male,Makassar,PhD,Employee,5M-10M,2024-02-09,True,843,Partner
CUST_02052,31,Female,Jakarta,Master,Freelancer,2M-5M,2023-06-26,True,689,Search Engine
CUST_02053,46,Male,Yogyakarta,Master,Self-Employed,5M-10M,2023-08-04,True,557,Partner
CUST_02054,18,Female,Palembang,Bachelor,Student,2M-5M,2024-02-23,False,685,Search Engine
CUST_02055,39,Male,Surabaya,PhD,Self-Employed,10M-20M,2023-12-10,True,834,Partner
CUST_02056,18,Male,Bandung,High School,Employee,2M-5M,2024-09-11,True,588,Social Media
CUST_02057,25,Male,Jakarta,Bachelor,Freelancer,5M-10M,2025-04-19,False,755,Social Media
CUST_02058,48,Male,Jakarta,Bachelor,Employee,2M-5M,2023-08-13,True,723,Social Media
CUST_02059,28,Male,Bandung,Bachelor,Employee,2M-5M,2024-06-25,True,565,Word of Mouth
CUST_02060,31,Female,Yogyakarta,Bachelor,Employee,5M-10M,2023-08-30,True,522,Search Engine
CUST_02061,19,Male,Medan,High School,Student,2M-5M,2023-10-23,True,698,Social Media
CUST_02062,44,Female,Yogyakarta,Bachelor,Freelancer,<2M,2024-12-08,False,644,Social Media
CUST_02063,46,Male,Surabaya,Bachelor,Employee,2M-5M,2024-01-16,True,835,Social Media
CUST_02064,35,Male,Medan,Master,Student,5M-10M,2024-01-27,True,550,Advertisement
CUST_02065,34,Male,Makassar,Bachelor,Employee,5M-10M,2023-09-17,True,518,Word of Mouth
CUST_02066,36,Male,Surabaya,Bachelor,Student,2M-5M,2025-03-11,True,796,Search Engine
CUST_02067,44,Female,Semarang,Bachelor,Self-Employed,5M-10M,2024-02-13,True,608,Advertisement
CUST_02068,44,Male,Surabaya,High School,Employee,>20M,2024-12-10,True,559,Partner
CUST_02069,41,Male,Surabaya,Master,Employee,2M-5M,2024-08-28,True,704,Advertisement
CUST_02070,38,Male,Surabaya,Master,Self-Employed,5M-10M,2024-12-25,True,793,Advertisement
CUST_02071,22,Male,Bandung,Bachelor,Employee,5M-10M,2023-09-24,True,499,Word of Mouth
CUST_02072,34,Female,Bandung,Master,Student,2M-5M,2024-05-31,True,760,Search Engine
CUST_02073,56,Male,Medan,High School,Employee,10M-20M,2023-07-21,False,730,Word of Mouth
CUST_02074,43,Male,Bandung,PhD,Self-Employed,2M-5M,2024-06-24,True,680,Partner
CUST_02075,36,Female,Makassar,PhD,Employee,<2M,2024-05-04,True,740,Word of Mouth
CUST_02076,28,Male,Medan,Master,Employee,2M-5M,2024-12-26,True,454,Partner
CUST_02077,23,Female,Bandung,High School,Freelancer,<2M,2023-12-05,True,729,Advertisement
CUST_02078,34,Female,Medan,Bachelor,Student,<2M,2024-09-09,False,501,Word of Mouth
CUST_02079,43,Male,Jakarta,High School,Employee,<2M,2024-12-02,False,672,Advertisement
CUST_02080,36,Female,Medan,Bachelor,Freelancer,2M-5M,2025-03-31,True,625,Search Engine
CUST_02081,41,Male,Semarang,High School,Freelancer,5M-10M,2023-11-05,True,591,Word of Mouth
CUST_02082,21,Male,Jakarta,High School,Student,2M-5M,2025-04-06,True,589,Social Media
CUST_02083,46,Male,Semarang,PhD,Self-Employed,10M-20M,2025-01-21,False,612,Word of Mouth
CUST_02084,40,Female,Bandung,High School,Student,5M-10M,2023-12-21,True,657,Social Media
CUST_02085,18,Male,Semarang,Bachelor,Student,2M-5M,2025-04-01,True,597,Search Engine
CUST_02086,38,Male,Bandung,High School,Employee,2M-5M,2024-06-10,False,717,Advertisement
CUST_02087,33,Male,Yogyakarta,Bachelor,Self-Employed,<2M,2023-11-01,True,644,Social Media
CUST_02088,36,Female,Surabaya,High School,Student,2M-5M,2025-04-27,True,834,Partner
CUST_02089,32,Female,Semarang,High School,Employee,5M-10M,2024-09-09,True,583,Social Media
CUST_02090,43,Female,Surabaya,PhD,Employee,10M-20M,2024-10-12,True,638,Advertisement
CUST_02091,18,Male,Palembang,High School,Employee,<2M,2025-01-26,True,573,Word of Mouth
CUST_02092,49,Female,Semarang,Bachelor,Self-Employed,2M-5M,2025-03-17,True,422,Social Media
CUST_02093,22,Female,Jakarta,High School,Employee,2M-5M,2024-06-21,False,537,Partner
CUST_02094,48,Female,Makassar,High School,Self-Employed,5M-10M,2024-01-08,True,660,Advertisement
CUST_02095,55,Female,Jakarta,PhD,Student,2M-5M,2023-11-05,True,572,Social Media
CUST_02096,26,Male,Palembang,Master,Employee,2M-5M,2025-04-03,False,449,Partner
CUST_02097,61,Female,Makassar,Bachelor,Employee,<2M,2025-02-25,False,737,Search Engine
CUST_02098,39,Male,Jakarta,High School,Employee,5M-10M,2024-03-01,True,850,Social Media
CUST_02099,63,Male,Jakarta,High School,Employee,5M-10M,2023-12-27,True,663,Partner
CUST_02100,24,Male,Makassar,Bachelor,Freelancer,5M-10M,2024-10-23,True,622,Search Engine
CUST_02101,42,Male,Semarang,Bachelor,Self-Employed,2M-5M,2024-05-28,True,728,Partner
CUST_02102,28,Male,Jakarta,Bachelor,Self-Employed,2M-5M,2024-03-05,True,595,Social Media
CUST_02103,48,Male,Medan,PhD,Employee,>20M,2024-09-27,True,584,Social Media
CUST_02104,31,Male,Yogyakarta,Bachelor,Employee,5M-10M,2023-10-29,True,615,Word of Mouth
CUST_02105,44,Female,Medan,High School,Freelancer,2M-5M,2023-10-19,True,829,Search Engine
CUST_02106,34,Male,Semarang,High School,Employee,>20M,2024-07-29,False,634,Partner
CUST_02107,30,Male,Makassar,High School,Employee,2M-5M,2025-02-16,True,665,Partner
CUST_02108,24,Female,Semarang,High School,Student,<2M,2024-12-22,True,599,Advertisement
CUST_02109,39,Female,Makassar,PhD,Employee,5M-10M,2023-08-29,True,661,Word of Mouth
CUST_02110,27,Female,Palembang,Bachelor,Employee,10M-20M,2025-04-06,True,692,Search Engine
CUST_02111,18,Female,Palembang,High School,Employee,<2M,2024-10-18,True,748,Partner
CUST_02112,42,Female,Jakarta,PhD,Self-Employed,10M-20M,2023-09-12,True,554,Advertisement
CUST_02113,39,Female,Palembang,Bachelor,Self-Employed,5M-10M,2024-09-12,False,595,Social Media
CUST_02114,27,Male,Jakarta,Bachelor,Self-Employed,<2M,2023-11-09,False,491,Advertisement
CUST_02115,18,Female,Yogyakarta,High School,Student,<2M,2024-05-05,True,575,Advertisement
CUST_02116,42,Female,Surabaya,High School,Self-Employed,10M-20M,2024-10-10,True,741,Search Engine
CUST_02117,50,Female,Makassar,High School,Freelancer,2M-5M,2024-08-06,True,515,Search Engine
CUST_02118,31,Male,Bandung,Master,Employee,2M-5M,2025-04-24,True,609,Social Media
CUST_02119,33,Female,Makassar,Bachelor,Employee,5M-10M,2024-08-17,True,601,Social Media
CUST_02120,60,Male,Makassar,Master,Freelancer,5M-10M,2024-06-05,False,521,Search Engine
CUST_02121,36,Male,Palembang,Master,Self-Employed,10M-20M,2024-10-26,False,565,Social Media
CUST_02122,49,Female,Makassar,Bachelor,Employee,10M-20M,2024-09-26,True,662,Social Media
CUST_02123,42,Female,Palembang,High School,Employee,5M-10M,2025-02-01,True,670,Word of Mouth
CUST_02124,31,Female,Palembang,Bachelor,Employee,2M-5M,2024-05-31,True,563,Partner
CUST_02125,28,Female,Medan,Bachelor,Employee,2M-5M,2024-02-21,True,709,Partner
CUST_02126,60,Female,Yogyakarta,Bachelor,Employee,<2M,2024-01-22,False,645,Advertisement
CUST_02127,36,Male,Medan,Master,Employee,<2M,2024-03-31,True,447,Social Media
CUST_02128,30,Male,Yogyakarta,Master,Employee,10M-20M,2024-11-24,True,709,Advertisement
CUST_02129,46,Female,Makassar,Master,Self-Employed,10M-20M,2024-12-15,True,560,Advertisement
CUST_02130,33,Female,Yogyakarta,High School,Employee,10M-20M,2025-02-22,False,607,Search Engine
CUST_02131,21,Female,Medan,High School,Student,<2M,2024-04-03,True,587,Advertisement
CUST_02132,38,Female,Semarang,Bachelor,Employee,<2M,2024-06-23,True,730,Advertisement
CUST_02133,42,Female,Medan,High School,Student,>20M,2024-05-26,True,566,Search Engine
CUST_02134,32,Male,Bandung,Master,Employee,5M-10M,2025-03-31,False,527,Advertisement
CUST_02135,39,Male,Jakarta,High School,Employee,5M-10M,2023-08-04,True,560,Social Media
CUST_02136,34,Male,Medan,Bachelor,Employee,<2M,2024-10-05,True,850,Advertisement
CUST_02137,37,Female,Palembang,High School,Employee,5M-10M,2024-07-09,False,773,Social Media
CUST_02138,31,Male,Palembang,Bachelor,Employee,<2M,2023-11-07,True,735,Advertisement
CUST_02139,27,Male,Yogyakarta,Bachelor,Student,2M-5M,2023-07-28,True,593,Search Engine
CUST_02140,57,Female,Semarang,Master,Self-Employed,2M-5M,2023-08-06,True,667,Partner
CUST_02141,41,Female,Yogyakarta,Master,Self-Employed,2M-5M,2023-08-28,True,420,Partner
CUST_02142,27,Male,Jakarta,High School,Freelancer,<2M,2024-09-04,True,639,Partner
CUST_02143,45,Male,Jakarta,Master,Self-Employed,2M-5M,2023-07-06,True,586,Social Media
CUST_02144,18,Male,Yogyakarta,High School,Student,5M-10M,2024-03-11,True,742,Advertisement
CUST_02145,18,Female,Yogyakarta,Bachelor,Student,5M-10M,2024-06-18,True,671,Social Media
CUST_02146,31,Male,Semarang,Bachelor,Student,<2M,2023-07-03,True,732,Partner
CUST_02147,32,Male,Surabaya,High School,Student,2M-5M,2024-04-04,True,717,Advertisement
CUST_02148,32,Female,Bandung,Master,Employee,5M-10M,2025-01-23,False,590,Word of Mouth
CUST_02149,26,Male,Palembang,Bachelor,Employee,2M-5M,2023-07-17,False,562,Partner
CUST_02150,36,Female,Jakarta,Bachelor,Student,5M-10M,2023-11-20,True,557,Advertisement
CUST_02151,25,Female,Yogyakarta,Bachelor,Self-Employed,5M-10M,2025-04-01,False,750,Word of Mouth
CUST_02152,37,Male,Surabaya,Bachelor,Freelancer,2M-5M,2023-06-17,True,642,Word of Mouth
CUST_02153,24,Male,Makassar,High School,Student,2M-5M,2024-03-31,True,664,Partner
CUST_02154,27,Female,Medan,Bachelor,Student,2M-5M,2024-08-08,True,790,Advertisement
CUST_02155,39,Male,Palembang,Master,Freelancer,<2M,2024-10-02,True,703,Search Engine
CUST_02156,39,Male,Surabaya,Master,Student,5M-10M,2024-09-15,True,600,Word of Mouth
CUST_02157,43,Male,Medan,PhD,Employee,5M-10M,2024-10-03,True,721,Social Media
CUST_02158,27,Female,Yogyakarta,Master,Employee,10M-20M,2024-10-19,False,850,Advertisement
CUST_02159,36,Male,Jakarta,Bachelor,Employee,>20M,2024-02-19,True,701,Partner
CUST_02160,32,Female,Jakarta,Master,Employee,5M-10M,2024-12-05,True,711,Advertisement
CUST_02161,18,Male,Medan,High School,Freelancer,<2M,2023-10-01,False,843,Partner
CUST_02162,18,Male,Surabaya,High School,Employee,<2M,2023-08-11,True,628,Advertisement
CUST_02163,41,Female,Makassar,Master,Freelancer,5M-10M,2024-04-26,True,616,Partner
CUST_02164,45,Female,Jakarta,High School,Employee,2M-5M,2024-08-10,False,759,Advertisement
CUST_02165,31,Male,Jakarta,Bachelor,Self-Employed,2M-5M,2025-05-04,True,771,Partner
CUST_02166,37,Female,Bandung,Master,Employee,>20M,2025-02-05,True,621,Search Engine
CUST_02167,18,Male,Makassar,High School,Student,5M-10M,2025-03-21,True,642,Search Engine
CUST_02168,32,Female,Surabaya,Bachelor,Student,2M-5M,2024-01-19,True,619,Advertisement
CUST_02169,38,Male,Makassar,PhD,Self-Employed,>20M,2024-10-30,True,681,Advertisement
CUST_02170,20,Male,Yogyakarta,Bachelor,Employee,<2M,2024-01-07,False,583,Word of Mouth
CUST_02171,45,Male,Palembang,High School,Employee,>20M,2024-05-15,True,758,Word of Mouth
CUST_02172,34,Female,Semarang,Bachelor,Employee,10M-20M,2024-04-23,True,726,Partner
CUST_02173,18,Male,Palembang,High School,Employee,<2M,2025-04-20,True,685,Social Media
CUST_02174,48,Male,Jakarta,Bachelor,Employee,2M-5M,2023-08-11,True,613,Partner
CUST_02175,37,Female,Bandung,PhD,Employee,5M-10M,2023-09-11,True,782,Partner
CUST_02176,49,Male,Medan,Master,Employee,10M-20M,2023-12-23,True,555,Search Engine
CUST_02177,51,Female,Bandung,Master,Employee,2M-5M,2025-04-07,True,742,Advertisement
CUST_02178,28,Female,Jakarta,Bachelor,Employee,5M-10M,2025-01-15,True,590,Social Media
CUST_02179,33,Female,Bandung,Bachelor,Employee,2M-5M,2025-04-04,True,486,Advertisement
CUST_02180,31,Female,Bandung,PhD,Self-Employed,2M-5M,2023-08-13,True,474,Partner
CUST_02181,34,Female,Surabaya,High School,Employee,2M-5M,2024-03-27,True,740,Partner
CUST_02182,18,Female,Yogyakarta,High School,Student,<2M,2024-05-26,True,547,Word of Mouth
CUST_02183,35,Female,Palembang,Master,Freelancer,10M-20M,2023-11-11,True,753,Social Media
CUST_02184,27,Female,Palembang,Bachelor,Self-Employed,2M-5M,2023-10-28,True,850,Partner
CUST_02185,50,Female,Semarang,High School,Self-Employed,<2M,2024-01-27,True,489,Search Engine
CUST_02186,42,Male,Yogyakarta,Bachelor,Freelancer,10M-20M,2024-05-09,True,484,Advertisement
CUST_02187,42,Male,Surabaya,Bachelor,Self-Employed,2M-5M,2024-11-17,True,630,Partner
CUST_02188,53,Male,Medan,High School,Student,5M-10M,2023-11-26,True,813,Social Media
CUST_02189,20,Male,Surabaya,High School,Student,2M-5M,2024-01-25,True,589,Search Engine
CUST_02190,36,Male,Surabaya,Bachelor,Employee,5M-10M,2023-06-22,True,567,Advertisement
CUST_02191,29,Female,Makassar,PhD,Employee,2M-5M,2023-08-17,True,577,Word of Mouth
CUST_02192,41,Male,Surabaya,PhD,Employee,5M-10M,2023-06-24,True,614,Social Media
CUST_02193,24,Female,Makassar,Bachelor,Employee,<2M,2024-09-21,True,678,Partner
CUST_02194,36,Female,Makassar,Bachelor,Freelancer,10M-20M,2024-02-02,True,612,Partner
CUST_02195,18,Male,Yogyakarta,Bachelor,Student,<2M,2025-01-12,True,586,Advertisement
CUST_02196,18,Female,Medan,High School,Student,2M-5M,2025-04-24,True,665,Social Media
CUST_02197,25,Male,Surabaya,Master,Employee,2M-5M,2023-11-02,True,734,Search Engine
CUST_02198,24,Male,Bandung,High School,Student,<2M,2024-04-08,True,650,Search Engine
CUST_02199,22,Male,Surabaya,High School,Student,<2M,2024-06-19,True,638,Word of Mouth
CUST_02200,27,Male,Makassar,Bachelor,Self-Employed,<2M,2023-11-01,True,625,Word of Mouth
CUST_02201,45,Male,Makassar,Bachelor,Employee,<2M,2025-02-28,False,490,Social Media
CUST_02202,39,Female,Jakarta,High School,Freelancer,2M-5M,2023-12-27,True,821,Partner
CUST_02203,43,Male,Semarang,High School,Self-Employed,10M-20M,2024-01-29,True,580,Social Media
CUST_02204,31,Female,Bandung,Bachelor,Self-Employed,2M-5M,2024-08-21,True,626,Search Engine
CUST_02205,35,Female,Makassar,High School,Employee,2M-5M,2023-11-06,True,850,Social Media
CUST_02206,58,Female,Makassar,PhD,Freelancer,<2M,2025-03-21,True,651,Search Engine
CUST_02207,27,Female,Jakarta,Master,Employee,2M-5M,2023-06-08,True,655,Search Engine
CUST_02208,26,Male,Makassar,Bachelor,Self-Employed,10M-20M,2024-04-26,True,420,Partner
CUST_02209,38,Male,Makassar,Bachelor,Employee,5M-10M,2023-08-09,True,647,Advertisement
CUST_02210,25,Female,Palembang,PhD,Employee,2M-5M,2023-12-21,True,707,Advertisement
CUST_02211,25,Male,Bandung,Bachelor,Employee,2M-5M,2023-09-29,True,700,Social Media
CUST_02212,45,Female,Yogyakarta,PhD,Freelancer,5M-10M,2024-10-29,True,756,Social Media
CUST_02213,36,Male,Yogyakarta,Bachelor,Employee,5M-10M,2023-08-11,True,850,Partner
CUST_02214,53,Male,Semarang,Bachelor,Employee,5M-10M,2025-04-15,True,530,Advertisement
