ticket_id,customer_id,issue_type,priority,created_date,resolution_status,resolution_time_hours,satisfaction_rating,channel
TICK_00963,CUST_05479,Technical,Low,2023-11-12,Resolved,12.6,2.0,Email
TICK_00964,CUST_05521,Billing,Low,2023-10-18,Closed,10.1,2.0,Chat
TICK_00965,CUST_00651,Product Inquiry,Low,2025-03-17,Escalated,15.2,3.0,Email
TICK_00966,CUST_09615,Complaint,High,2025-01-11,Resolved,1.8,,In-App
TICK_00967,CUST_05278,Complaint,Medium,2024-07-26,Closed,22.0,1.0,In-App
TICK_00968,CUST_04551,Billing,Medium,2025-03-29,Closed,8.8,5.0,In-App
TICK_00969,CUST_07612,Feature Request,High,2024-10-13,Resolved,7.7,3.0,Phone
TICK_00970,CUST_09093,Feature Request,Low,2024-01-08,Resolved,10.7,,Email
TICK_00971,CUST_01108,Product Inquiry,Medium,2025-09-01,Escalated,27.9,5.0,In-App
TICK_00972,CUST_09762,Billing,Medium,2024-02-18,In Progress,1.9,,Email
TICK_00973,CUST_08230,Billing,Low,2024-09-16,Closed,20.7,3.0,In-App
TICK_00974,CUST_07136,Feature Request,Medium,2025-04-06,Resolved,4.4,1.0,Email
TICK_00975,CUST_00884,Complaint,Medium,2024-07-12,Escalated,15.5,4.0,Phone
TICK_00976,CUST_09510,Technical,Low,2024-12-26,In Progress,53.3,,Phone
TICK_00977,CUST_04033,Complaint,Low,2025-08-10,Escalated,26.5,,Email
TICK_00978,CUST_01615,Billing,Medium,2024-05-28,Closed,15.6,,In-App
TICK_00979,CUST_00337,Complaint,Low,2024-02-27,In Progress,35.3,,In-App
TICK_00980,CUST_09732,Billing,Low,2024-04-13,Resolved,17.3,,In-App
TICK_00981,CUST_01654,Technical,High,2025-01-24,Resolved,24.4,1.0,Chat
TICK_00982,CUST_07722,Complaint,Low,2025-08-31,In Progress,37.1,2.0,Email
TICK_00983,CUST_08152,Technical,High,2024-11-15,In Progress,0.3,1.0,Email
TICK_00984,CUST_07212,Product Inquiry,High,2024-10-02,In Progress,3.6,2.0,Chat
TICK_00985,CUST_01927,Complaint,Critical,2025-02-17,In Progress,17.6,,In-App
TICK_00986,CUST_00401,Technical,Medium,2025-04-06,In Progress,26.4,1.0,Chat
TICK_00987,CUST_07381,Product Inquiry,Low,2025-10-05,Resolved,28.4,4.0,Phone
TICK_00988,CUST_09148,Feature Request,Low,2023-11-06,Resolved,18.0,3.0,In-App
TICK_00989,CUST_01788,Complaint,Medium,2024-10-05,In Progress,16.5,,In-App
TICK_00990,CUST_02581,Billing,Low,2024-09-23,Resolved,45.0,1.0,Phone
TICK_00991,CUST_01368,Complaint,Low,2024-03-20,Closed,31.6,3.0,Phone
TICK_00992,CUST_01399,Billing,Low,2024-02-21,In Progress,5.4,1.0,In-App
TICK_00993,CUST_09602,Complaint,Low,2024-06-21,Resolved,23.2,5.0,Email
TICK_00994,CUST_09866,Product Inquiry,Medium,2025-07-28,Escalated,5.2,,Phone
TICK_00995,CUST_01898,Technical,Medium,2024-11-27,Resolved,17.6,4.0,In-App
TICK_00996,CUST_05175,Product Inquiry,Medium,2025-07-17,Resolved,19.6,,Email
TICK_00997,CUST_08757,Complaint,Medium,2023-09-01,Escalated,0.2,4.0,Phone
TICK_00998,CUST_01273,Product Inquiry,Low,2025-10-26,Closed,41.0,,In-App
TICK_00999,CUST_06224,Complaint,High,2024-01-15,In Progress,73.1,,Phone
TICK_01000,CUST_02751,Billing,Medium,2024-10-17,In Progress,8.4,,Phone
TICK_01001,CUST_09256,Complaint,High,2024-08-25,Escalated,0.6,5.0,Phone
TICK_01002,CUST_02691,Technical,Low,2024-06-18,Escalated,15.3,,Chat
TICK_01003,CUST_08721,Complaint,Low,2025-07-29,In Progress,11.6,1.0,Chat
TICK_01004,CUST_05546,Billing,Medium,2025-08-16,Resolved,1.9,,Email
TICK_01005,CUST_03926,Feature Request,Low,2025-07-15,Escalated,9.6,2.0,In-App
TICK_01006,CUST_04451,Feature Request,Low,2025-04-06,Closed,22.0,5.0,In-App
TICK_01007,CUST_02937,Product Inquiry,Low,2025-04-15,Escalated,36.7,4.0,Email
TICK_01008,CUST_02012,Billing,Medium,2024-09-16,In Progress,6.7,,Email
TICK_01009,CUST_06655,Technical,Low,2024-09-06,Closed,29.4,3.0,Email
TICK_01010,CUST_05403,Billing,High,2024-07-28,In Progress,12.5,4.0,Chat
TICK_01011,CUST_09012,Feature Request,Medium,2023-09-18,Resolved,28.5,2.0,Email
TICK_01012,CUST_08113,Billing,High,2024-11-30,In Progress,15.7,3.0,In-App
TICK_01013,CUST_00383,Complaint,Low,2024-01-25,In Progress,25.7,5.0,Email
TICK_01014,CUST_02310,Feature Request,Low,2025-02-27,In Progress,0.8,,Email
TICK_01015,CUST_04601,Feature Request,Low,2024-04-06,Escalated,30.6,,Phone
TICK_01016,CUST_00350,Product Inquiry,Critical,2024-06-14,Escalated,30.1,,Email
TICK_01017,CUST_01712,Feature Request,Low,2025-06-08,Closed,14.7,3.0,Phone
TICK_01018,CUST_00459,Product Inquiry,Low,2024-05-28,Closed,7.2,,Phone
TICK_01019,CUST_03648,Complaint,Medium,2025-09-05,Resolved,2.4,,In-App
TICK_01020,CUST_02119,Billing,Medium,2025-01-21,Resolved,34.9,,Phone
TICK_01021,CUST_07946,Product Inquiry,Medium,2024-08-25,Escalated,13.1,,Phone
TICK_01022,CUST_00712,Product Inquiry,Low,2023-08-17,In Progress,7.1,,Phone
TICK_01023,CUST_06130,Complaint,Low,2024-09-07,Escalated,1.2,,Phone
TICK_01024,CUST_04348,Complaint,Low,2025-02-03,In Progress,59.2,2.0,Email
TICK_01025,CUST_03048,Technical,Medium,2024-01-16,Resolved,24.9,,Phone
TICK_01026,CUST_02608,Product Inquiry,Low,2024-07-20,Resolved,60.7,5.0,In-App
TICK_01027,CUST_01508,Billing,Low,2024-11-08,In Progress,25.2,,Phone
TICK_01028,CUST_08051,Technical,Medium,2025-01-26,Escalated,18.3,1.0,Phone
TICK_01029,CUST_08727,Complaint,Low,2025-07-29,Escalated,145.2,4.0,Phone
TICK_01030,CUST_07716,Product Inquiry,Low,2025-02-18,Closed,14.1,4.0,Chat
TICK_01031,CUST_01557,Complaint,High,2024-01-26,Escalated,33.2,5.0,Phone
TICK_01032,CUST_03299,Billing,Low,2023-12-14,Closed,2.3,1.0,Phone
TICK_01033,CUST_08053,Product Inquiry,Medium,2025-07-19,In Progress,17.3,3.0,Email
TICK_01034,CUST_09322,Feature Request,Medium,2025-09-08,In Progress,26.6,,In-App
TICK_01035,CUST_07054,Billing,Medium,2024-06-21,Closed,49.8,3.0,Phone
TICK_01036,CUST_09133,Technical,Medium,2025-01-14,Escalated,17.6,,Chat
TICK_01037,CUST_08830,Complaint,Medium,2024-10-07,Resolved,10.5,,In-App
TICK_01038,CUST_05025,Feature Request,Medium,2025-06-11,In Progress,32.4,5.0,Phone
TICK_01039,CUST_09707,Billing,Medium,2024-06-21,In Progress,1.4,3.0,Chat
TICK_01040,CUST_05897,Technical,Low,2023-08-12,Closed,1.2,5.0,Email
TICK_01041,CUST_01804,Technical,Medium,2025-01-24,In Progress,26.6,1.0,Chat
TICK_01042,CUST_02852,Billing,Low,2023-09-26,Escalated,20.3,,Chat
TICK_01043,CUST_04083,Feature Request,Low,2024-03-14,Escalated,62.6,4.0,Chat
TICK_01044,CUST_00644,Technical,High,2025-01-30,Escalated,47.1,,Phone
TICK_01045,CUST_05484,Billing,High,2024-09-28,Closed,17.5,,Chat
TICK_01046,CUST_01895,Product Inquiry,Medium,2023-12-23,Escalated,6.1,4.0,Email
TICK_01047,CUST_09812,Billing,Low,2024-09-09,Escalated,10.8,,In-App
TICK_01048,CUST_09122,Billing,Medium,2025-02-06,Escalated,43.3,,In-App
TICK_01049,CUST_00774,Complaint,Low,2024-10-16,In Progress,16.3,1.0,In-App
TICK_01050,CUST_07429,Technical,Low,2024-01-06,Closed,2.6,5.0,Phone
TICK_01051,CUST_08803,Product Inquiry,Medium,2024-09-20,Resolved,25.7,5.0,Chat
TICK_01052,CUST_01027,Complaint,Medium,2025-06-27,Resolved,49.7,,Chat
TICK_01053,CUST_02208,Product Inquiry,Medium,2024-11-09,Closed,8.5,1.0,Chat
TICK_01054,CUST_07968,Product Inquiry,High,2025-08-30,Resolved,33.4,3.0,Chat
TICK_01055,CUST_08692,Feature Request,Medium,2025-09-08,Closed,20.0,2.0,Phone
TICK_01056,CUST_07547,Feature Request,Medium,2024-03-24,In Progress,2.8,1.0,In-App
TICK_01057,CUST_07079,Billing,Low,2024-04-10,Resolved,1.3,3.0,Chat
TICK_01058,CUST_00304,Technical,Medium,2024-12-20,Closed,1.8,2.0,In-App
TICK_01059,CUST_03904,Feature Request,Low,2024-07-23,Closed,10.7,,In-App
TICK_01060,CUST_06333,Product Inquiry,Low,2023-08-31,Resolved,16.7,,Phone
TICK_01061,CUST_00853,Feature Request,Medium,2025-04-11,Escalated,3.3,3.0,Chat
TICK_01062,CUST_04284,Product Inquiry,Low,2024-03-19,In Progress,5.9,2.0,Chat
TICK_01063,CUST_05041,Complaint,High,2023-08-15,Closed,1.2,,Chat
TICK_01064,CUST_00471,Billing,Low,2023-12-09,Closed,6.6,4.0,Email
TICK_01065,CUST_06716,Technical,Low,2024-10-01,Escalated,7.0,1.0,Phone
TICK_01066,CUST_02312,Product Inquiry,High,2025-04-14,Resolved,26.4,4.0,Email
TICK_01067,CUST_06528,Complaint,Low,2025-02-03,Resolved,25.2,1.0,Chat
TICK_01068,CUST_02842,Feature Request,High,2023-11-10,Resolved,9.2,,In-App
TICK_01069,CUST_04270,Technical,Low,2024-02-02,Closed,5.5,,Chat
TICK_01070,CUST_01564,Product Inquiry,Medium,2024-12-17,Resolved,27.2,3.0,Email
TICK_01071,CUST_04421,Technical,Critical,2024-02-11,Escalated,5.6,5.0,In-App
TICK_01072,CUST_01635,Product Inquiry,Medium,2024-07-17,In Progress,1.0,,Email
TICK_01073,CUST_00187,Technical,Low,2025-08-21,Closed,17.2,4.0,In-App
TICK_01074,CUST_07243,Technical,Low,2024-09-20,Escalated,88.0,,Email
TICK_01075,CUST_03363,Billing,High,2025-08-13,In Progress,9.6,,Phone
TICK_01076,CUST_09928,Billing,Medium,2024-09-08,Resolved,3.4,3.0,Chat
TICK_01077,CUST_07876,Product Inquiry,Low,2024-10-01,Escalated,34.4,,Email
TICK_01078,CUST_01596,Feature Request,Low,2024-06-18,In Progress,5.3,,In-App
TICK_01079,CUST_09464,Technical,Medium,2023-11-02,Closed,51.6,1.0,In-App
TICK_01080,CUST_09192,Product Inquiry,Low,2024-03-19,Escalated,5.5,1.0,Phone
TICK_01081,CUST_01830,Feature Request,Medium,2024-03-13,Escalated,26.3,,Email
TICK_01082,CUST_08943,Complaint,Medium,2025-06-24,Resolved,41.3,,Email
TICK_01083,CUST_04610,Billing,Low,2024-09-09,In Progress,41.4,,Phone
TICK_01084,CUST_02176,Technical,Medium,2024-03-26,Closed,11.9,,Phone
TICK_01085,CUST_08485,Feature Request,Low,2024-08-19,Closed,0.6,,Email
TICK_01086,CUST_02196,Feature Request,Medium,2025-05-22,Closed,76.5,4.0,Phone
TICK_01087,CUST_06753,Feature Request,Medium,2023-12-11,Resolved,47.0,,Chat
TICK_01088,CUST_03338,Complaint,Low,2024-03-04,Escalated,0.4,4.0,Chat
TICK_01089,CUST_04490,Product Inquiry,Medium,2024-06-18,Closed,6.3,2.0,In-App
TICK_01090,CUST_06476,Feature Request,Medium,2024-07-14,Closed,42.4,4.0,In-App
TICK_01091,CUST_04658,Technical,Low,2025-03-25,Resolved,29.5,4.0,Phone
TICK_01092,CUST_05929,Feature Request,Low,2023-11-21,Escalated,0.2,5.0,Phone
TICK_01093,CUST_00095,Technical,High,2023-10-09,In Progress,25.9,2.0,In-App
TICK_01094,CUST_08297,Feature Request,High,2024-01-20,Escalated,17.8,,Chat
TICK_01095,CUST_05526,Feature Request,High,2024-04-17,Closed,66.8,4.0,In-App
TICK_01096,CUST_07767,Technical,Low,2024-09-08,Escalated,25.8,1.0,Phone
TICK_01097,CUST_01227,Feature Request,Medium,2024-06-20,In Progress,2.0,,In-App
TICK_01098,CUST_05550,Feature Request,Low,2025-02-10,Resolved,0.8,,In-App
TICK_01099,CUST_09957,Feature Request,Low,2025-10-12,Closed,53.8,4.0,Chat
TICK_01100,CUST_04194,Feature Request,Medium,2024-12-31,In Progress,4.2,,Phone
TICK_01101,CUST_02696,Complaint,Low,2025-05-13,Escalated,10.5,5.0,Phone
TICK_01102,CUST_01135,Product Inquiry,Medium,2024-12-08,In Progress,7.9,,In-App
TICK_01103,CUST_02939,Product Inquiry,High,2023-11-01,Resolved,7.0,4.0,Chat
TICK_01104,CUST_00717,Product Inquiry,Critical,2023-12-11,In Progress,20.3,5.0,Email
TICK_01105,CUST_03355,Feature Request,Medium,2024-12-26,Escalated,24.7,3.0,Email
TICK_01106,CUST_01717,Product Inquiry,High,2023-12-11,In Progress,24.3,4.0,Chat
TICK_01107,CUST_02010,Billing,High,2024-03-16,Closed,31.0,5.0,Email
TICK_01108,CUST_01541,Product Inquiry,High,2024-08-02,In Progress,28.1,1.0,Chat
TICK_01109,CUST_01774,Product Inquiry,Low,2025-03-01,Resolved,43.8,,In-App
TICK_01110,CUST_00654,Billing,Medium,2025-06-21,Resolved,10.8,2.0,In-App
TICK_01111,CUST_04356,Technical,Low,2024-04-21,Resolved,2.8,,Phone
TICK_01112,CUST_01930,Complaint,Low,2025-03-17,In Progress,8.7,1.0,Phone
TICK_01113,CUST_02655,Technical,Low,2025-01-29,Resolved,26.9,4.0,Email
TICK_01114,CUST_03373,Complaint,Low,2024-06-29,Closed,16.2,3.0,Email
TICK_01115,CUST_05589,Technical,Medium,2024-03-01,In Progress,6.1,,Phone
TICK_01116,CUST_07812,Billing,Low,2023-10-13,Closed,16.9,2.0,Chat
TICK_01117,CUST_06883,Technical,Low,2025-01-29,Escalated,37.6,3.0,Chat
TICK_01118,CUST_00460,Billing,Medium,2024-05-30,In Progress,1.7,2.0,Phone
TICK_01119,CUST_06586,Product Inquiry,Medium,2023-10-16,Resolved,8.9,2.0,Email
TICK_01120,CUST_00824,Feature Request,Medium,2024-06-12,Resolved,1.3,5.0,Phone
TICK_01121,CUST_05763,Complaint,Medium,2024-11-16,In Progress,41.3,,Phone
TICK_01122,CUST_00323,Complaint,Medium,2025-02-06,In Progress,11.8,,Email
TICK_01123,CUST_02445,Feature Request,Low,2025-02-24,Escalated,152.2,4.0,Chat
TICK_01124,CUST_04249,Billing,Medium,2024-09-03,Escalated,29.9,,In-App
TICK_01125,CUST_06904,Product Inquiry,Medium,2025-01-18,In Progress,27.1,,In-App
TICK_01126,CUST_01585,Billing,Critical,2024-04-22,Resolved,1.8,,In-App
TICK_01127,CUST_00022,Feature Request,Critical,2024-05-22,Resolved,3.6,,In-App
TICK_01128,CUST_01957,Product Inquiry,Low,2025-02-22,In Progress,26.8,2.0,Phone
TICK_01129,CUST_06765,Feature Request,Medium,2024-02-02,Resolved,13.6,,In-App
TICK_01130,CUST_08521,Feature Request,Medium,2024-08-10,In Progress,5.1,4.0,In-App
TICK_01131,CUST_09215,Technical,Medium,2024-03-31,Resolved,0.7,5.0,Chat
TICK_01132,CUST_08009,Complaint,Low,2024-06-07,Resolved,4.3,5.0,Phone
TICK_01133,CUST_03621,Billing,Medium,2024-01-25,Closed,22.4,5.0,Chat
TICK_01134,CUST_08088,Technical,Medium,2025-07-21,In Progress,17.7,,Phone
TICK_01135,CUST_06235,Billing,Medium,2024-03-06,Escalated,56.6,,In-App
TICK_01136,CUST_08095,Complaint,High,2024-09-25,Resolved,20.3,,Email
TICK_01137,CUST_04110,Technical,Medium,2023-10-06,In Progress,18.0,4.0,Chat
TICK_01138,CUST_03778,Technical,Low,2024-07-31,Escalated,1.9,3.0,Email
TICK_01139,CUST_05167,Product Inquiry,Medium,2025-01-02,In Progress,25.5,,Chat
TICK_01140,CUST_05661,Feature Request,Medium,2025-05-21,In Progress,4.9,2.0,Phone
TICK_01141,CUST_08908,Technical,Medium,2024-12-11,Closed,0.1,2.0,Chat
TICK_01142,CUST_02650,Product Inquiry,Low,2024-09-11,In Progress,30.8,3.0,Chat
TICK_01143,CUST_00192,Product Inquiry,High,2024-02-24,Escalated,13.2,1.0,In-App
TICK_01144,CUST_01409,Complaint,Low,2024-07-13,Escalated,2.1,1.0,Phone
TICK_01145,CUST_02901,Technical,Medium,2024-07-20,Escalated,28.5,3.0,Email
TICK_01146,CUST_04026,Complaint,High,2024-03-26,Escalated,8.5,5.0,Chat
TICK_01147,CUST_07514,Complaint,Medium,2024-10-05,Closed,23.6,,Chat
TICK_01148,CUST_05902,Complaint,Medium,2024-10-03,Closed,1.2,3.0,In-App
TICK_01149,CUST_02734,Complaint,Medium,2024-07-04,Resolved,12.5,,In-App
TICK_01150,CUST_07420,Billing,High,2024-01-30,Resolved,2.6,4.0,Phone
TICK_01151,CUST_03415,Feature Request,Low,2025-02-03,Resolved,1.4,3.0,Phone
TICK_01152,CUST_04734,Feature Request,Low,2025-02-28,Escalated,13.0,,Phone
TICK_01153,CUST_01361,Product Inquiry,Low,2024-05-23,In Progress,65.2,,Chat
TICK_01154,CUST_04916,Technical,Low,2025-07-24,In Progress,5.9,3.0,In-App
TICK_01155,CUST_02700,Technical,Medium,2023-12-05,Closed,18.0,,In-App
TICK_01156,CUST_08916,Product Inquiry,Medium,2023-11-05,Closed,2.9,,In-App
TICK_01157,CUST_00672,Billing,Medium,2024-01-30,Escalated,11.5,,Email
TICK_01158,CUST_08014,Complaint,Medium,2023-11-02,Closed,12.9,1.0,Email
TICK_01159,CUST_03649,Technical,High,2025-04-24,Resolved,10.0,4.0,Phone
TICK_01160,CUST_06279,Feature Request,Medium,2024-01-06,Closed,2.2,2.0,Email
TICK_01161,CUST_05805,Feature Request,Medium,2024-10-27,Closed,18.2,,Email
TICK_01162,CUST_08765,Billing,Low,2025-05-10,Escalated,7.9,5.0,Phone
TICK_01163,CUST_01219,Complaint,Critical,2024-10-14,Resolved,90.9,1.0,Chat
TICK_01164,CUST_06978,Feature Request,Low,2025-04-17,In Progress,34.9,1.0,Chat
TICK_01165,CUST_00872,Billing,Low,2024-08-16,Escalated,45.1,4.0,Chat
TICK_01166,CUST_03474,Product Inquiry,Low,2024-01-13,In Progress,9.2,1.0,Email
TICK_01167,CUST_01063,Billing,Medium,2024-06-09,In Progress,37.9,5.0,Email
TICK_01168,CUST_02911,Billing,Low,2023-11-17,In Progress,11.2,2.0,Email
TICK_01169,CUST_07853,Technical,Low,2023-09-08,Closed,72.1,,In-App
TICK_01170,CUST_07191,Product Inquiry,Low,2024-01-17,In Progress,4.2,,Phone
TICK_01171,CUST_08483,Technical,Medium,2023-09-06,In Progress,22.2,5.0,Email
TICK_01172,CUST_07734,Feature Request,Low,2023-10-22,In Progress,47.7,3.0,In-App
TICK_01173,CUST_04304,Complaint,High,2025-11-02,In Progress,16.0,4.0,Email
TICK_01174,CUST_05330,Billing,High,2024-05-28,Escalated,44.3,1.0,Email
TICK_01175,CUST_07717,Feature Request,Low,2025-04-21,In Progress,27.0,3.0,Chat
TICK_01176,CUST_05269,Complaint,Low,2023-10-23,Resolved,1.4,,In-App
TICK_01177,CUST_04561,Product Inquiry,Medium,2025-08-16,Escalated,1.9,5.0,Email
TICK_01178,CUST_07838,Complaint,Low,2025-10-23,In Progress,8.7,1.0,In-App
TICK_01179,CUST_04658,Complaint,Critical,2025-08-03,In Progress,11.3,2.0,Chat
TICK_01180,CUST_05202,Technical,High,2024-12-27,Closed,22.3,,Phone
TICK_01181,CUST_08462,Product Inquiry,Medium,2025-02-22,In Progress,13.9,4.0,Email
TICK_01182,CUST_07271,Product Inquiry,Medium,2024-04-23,In Progress,19.8,5.0,Chat
TICK_01183,CUST_04397,Complaint,Low,2024-12-10,Escalated,8.7,,Email
TICK_01184,CUST_04345,Feature Request,Medium,2024-04-22,Resolved,39.5,2.0,In-App
TICK_01185,CUST_00333,Technical,Medium,2025-06-13,Closed,3.5,2.0,Chat
TICK_01186,CUST_09775,Billing,Medium,2024-05-09,In Progress,19.2,2.0,In-App
TICK_01187,CUST_08169,Billing,High,2025-01-12,Closed,21.7,5.0,In-App
TICK_01188,CUST_08216,Product Inquiry,Low,2024-06-24,Resolved,10.0,5.0,Email
TICK_01189,CUST_02146,Complaint,Medium,2023-08-12,Escalated,14.0,,Phone
TICK_01190,CUST_08703,Technical,Medium,2025-05-05,Resolved,20.4,1.0,Chat
TICK_01191,CUST_09466,Complaint,High,2025-05-11,Closed,15.0,3.0,Email
TICK_01192,CUST_06263,Technical,Medium,2024-02-10,Resolved,3.5,,Chat
TICK_01193,CUST_08743,Billing,Medium,2025-04-17,Closed,40.2,5.0,In-App
TICK_01194,CUST_04718,Billing,High,2024-12-12,Resolved,70.2,3.0,Email
TICK_01195,CUST_02136,Technical,High,2025-02-25,In Progress,32.7,,Chat
TICK_01196,CUST_02645,Billing,Low,2024-06-07,Resolved,79.0,,Phone
TICK_01197,CUST_05915,Complaint,Medium,2024-08-25,Closed,39.7,1.0,In-App
TICK_01198,CUST_01434,Technical,Medium,2025-02-24,Closed,32.5,,Email
TICK_01199,CUST_04017,Technical,Low,2024-01-03,Resolved,14.2,5.0,Email
TICK_01200,CUST_00871,Complaint,Low,2025-05-26,Escalated,20.4,,Phone
TICK_01201,CUST_01763,Complaint,Low,2023-09-26,Closed,26.7,,In-App
TICK_01202,CUST_02206,Technical,Low,2025-04-27,Closed,1.2,,Chat
TICK_01203,CUST_08165,Complaint,Medium,2023-12-09,Closed,39.1,,Chat
TICK_01204,CUST_09413,Complaint,Low,2024-09-27,Escalated,4.5,,In-App
TICK_01205,CUST_09086,Billing,Medium,2025-05-17,Resolved,7.5,3.0,Email
TICK_01206,CUST_02104,Complaint,Low,2023-10-30,Resolved,43.7,5.0,Chat
TICK_01207,CUST_06215,Billing,Low,2025-09-17,Resolved,20.7,,Chat
TICK_01208,CUST_00282,Feature Request,Low,2025-01-13,Closed,114.5,5.0,In-App
TICK_01209,CUST_05401,Billing,Low,2024-01-10,Escalated,10.1,1.0,Phone
TICK_01210,CUST_09461,Feature Request,Low,2025-01-01,Resolved,13.3,,Email
TICK_01211,CUST_06521,Complaint,Medium,2025-01-07,Escalated,26.8,4.0,Chat
TICK_01212,CUST_07668,Billing,Medium,2024-10-04,Closed,23.1,,In-App
TICK_01213,CUST_02100,Product Inquiry,High,2025-05-03,In Progress,2.4,3.0,Email
TICK_01214,CUST_05819,Product Inquiry,Low,2023-08-28,Closed,6.6,5.0,Chat
TICK_01215,CUST_00163,Product Inquiry,Low,2025-04-17,Closed,2.2,4.0,Chat
TICK_01216,CUST_05462,Product Inquiry,Medium,2025-02-10,In Progress,43.6,,Phone
TICK_01217,CUST_00685,Product Inquiry,Low,2024-12-20,In Progress,25.1,1.0,In-App
TICK_01218,CUST_03810,Feature Request,High,2023-07-05,In Progress,0.7,4.0,In-App
TICK_01219,CUST_00224,Complaint,Low,2025-02-03,In Progress,51.5,,Chat
TICK_01220,CUST_02264,Feature Request,Low,2024-09-13,Escalated,2.4,2.0,In-App
TICK_01221,CUST_00973,Billing,Medium,2024-12-21,Escalated,15.2,4.0,In-App
TICK_01222,CUST_04597,Technical,Medium,2025-07-29,Resolved,7.5,,Email
TICK_01223,CUST_02903,Complaint,Low,2025-02-15,Escalated,11.1,,Email
TICK_01224,CUST_04673,Technical,Low,2025-09-09,Resolved,10.2,2.0,In-App
TICK_01225,CUST_00628,Technical,Medium,2025-01-21,Resolved,19.9,4.0,In-App
TICK_01226,CUST_08983,Technical,Low,2024-03-04,Resolved,4.0,,Phone
TICK_01227,CUST_04729,Feature Request,High,2024-11-08,Escalated,47.5,3.0,Phone
TICK_01228,CUST_07929,Billing,Low,2024-09-12,Closed,6.2,,Chat
TICK_01229,CUST_02440,Technical,Medium,2024-10-20,Escalated,17.4,2.0,In-App
TICK_01230,CUST_02170,Complaint,Low,2024-03-05,In Progress,10.4,4.0,Email
TICK_01231,CUST_02552,Billing,Low,2024-09-09,Escalated,27.7,4.0,Phone
TICK_01232,CUST_07154,Billing,Low,2023-12-07,In Progress,39.6,4.0,Email
TICK_01233,CUST_08656,Technical,Low,2023-11-06,Resolved,28.2,1.0,In-App
TICK_01234,CUST_03223,Billing,High,2025-03-19,Closed,28.3,2.0,Chat
TICK_01235,CUST_00494,Complaint,Low,2023-08-10,Escalated,23.1,4.0,In-App
TICK_01236,CUST_05502,Feature Request,Low,2024-04-03,Resolved,36.9,5.0,Chat
TICK_01237,CUST_05651,Product Inquiry,High,2023-09-20,Closed,4.2,,Email
TICK_01238,CUST_06057,Feature Request,Low,2025-02-18,Closed,10.8,,Email
TICK_01239,CUST_04081,Technical,High,2025-04-12,Closed,24.3,1.0,Phone
TICK_01240,CUST_03694,Feature Request,Low,2024-03-29,Escalated,23.9,,Phone
TICK_01241,CUST_03344,Complaint,Low,2024-05-14,In Progress,3.3,,Chat
TICK_01242,CUST_01438,Billing,Low,2024-03-16,In Progress,2.7,,Chat
TICK_01243,CUST_01628,Feature Request,High,2023-11-17,In Progress,2.1,,In-App
TICK_01244,CUST_09718,Technical,Low,2025-01-09,Closed,10.8,2.0,Email
TICK_01245,CUST_04816,Complaint,Medium,2025-06-01,Escalated,2.9,3.0,Email
TICK_01246,CUST_01167,Technical,High,2025-07-22,Escalated,15.3,,Email
TICK_01247,CUST_01033,Billing,Critical,2024-12-06,Closed,1.9,,Email
TICK_01248,CUST_00441,Complaint,Medium,2025-08-12,Escalated,21.5,2.0,In-App
TICK_01249,CUST_06389,Technical,Medium,2024-01-05,Escalated,6.1,,Chat
TICK_01250,CUST_05155,Billing,Medium,2024-10-05,In Progress,46.3,3.0,Phone
TICK_01251,CUST_07349,Complaint,Low,2023-09-29,Closed,2.0,,Email
TICK_01252,CUST_06888,Feature Request,Low,2024-09-11,Escalated,0.4,,In-App
TICK_01253,CUST_01335,Feature Request,Medium,2024-08-22,Escalated,1.3,3.0,Email
TICK_01254,CUST_02088,Billing,Medium,2025-05-16,Resolved,33.4,3.0,In-App
TICK_01255,CUST_03725,Complaint,High,2024-03-16,Closed,48.0,5.0,Email
TICK_01256,CUST_01717,Technical,Medium,2023-11-29,Closed,6.3,,Chat
TICK_01257,CUST_06472,Feature Request,High,2024-03-03,Resolved,9.1,,In-App
TICK_01258,CUST_01045,Complaint,High,2024-05-18,Escalated,38.9,2.0,Chat
TICK_01259,CUST_03599,Feature Request,High,2025-05-03,Escalated,3.6,1.0,In-App
TICK_01260,CUST_09757,Feature Request,Low,2025-06-07,In Progress,16.2,,Chat
TICK_01261,CUST_08808,Complaint,Medium,2024-04-03,Escalated,28.5,3.0,Email
TICK_01262,CUST_02843,Technical,High,2023-12-23,Closed,0.8,2.0,Chat
TICK_01263,CUST_05671,Technical,Medium,2024-09-28,Closed,14.1,,Email
TICK_01264,CUST_02306,Feature Request,Critical,2025-05-04,In Progress,6.8,,Email
TICK_01265,CUST_04454,Complaint,Low,2024-02-14,In Progress,1.0,5.0,In-App
TICK_01266,CUST_01601,Feature Request,High,2024-07-07,In Progress,7.1,4.0,In-App
TICK_01267,CUST_05304,Feature Request,Medium,2024-02-17,Escalated,37.8,3.0,Phone
TICK_01268,CUST_07374,Billing,Low,2024-08-02,Resolved,52.5,,Phone
TICK_01269,CUST_09406,Technical,High,2024-09-18,In Progress,1.6,4.0,Email
TICK_01270,CUST_07452,Feature Request,Medium,2025-08-06,Escalated,9.6,3.0,Chat
TICK_01271,CUST_02944,Complaint,Critical,2024-06-06,Closed,12.0,5.0,Email
TICK_01272,CUST_07143,Feature Request,Low,2024-01-19,Escalated,14.2,3.0,Phone
